CustomerID,frequency,monetary,avg_ticket,max_ticket,std_ticket,n_products,recency_days,tenure_days,country,cluster
12406,5,6390.36,1278.072,290.0,33.516541599681986,114,21,675,Denmark,1
12407,5,1708.12,341.624,90.0,16.695276404955607,57,49,214,Belgium,0
12408,8,4340.77,542.5962499999999,139.8,25.34464346438114,104,32,465,Belgium,1
12409,7,23419.29,3345.612857142857,300.0,53.63124365399015,177,78,486,Switzerland,1
12410,3,1013.71,337.90333333333336,160.0,24.88181613738981,36,308,193,Switzerland,0
12411,1,346.9,346.9,59.7,10.704444398011972,22,409,0,Australia,0
12412,6,2596.93,432.82166666666666,88.5,14.38937648772652,82,74,464,Denmark,1
12413,4,999.45,249.8625,56.0,10.631906751682438,41,66,335,France,1
12414,6,952.41,158.735,130.0,32.04963378564022,21,216,246,Austria,0
12415,28,144458.37,5159.2275,1718.4,172.17613709798167,498,23,503,Australia,1
12416,1,202.56,202.56,25.200000000000003,6.88728155898445,11,656,0,Australia,0
12417,20,6816.91,340.8455,84.0,9.867948518354142,270,2,730,Belgium,1
12418,4,2021.2,505.3,99.0,17.97466674444534,90,112,517,Switzerland,1
12419,2,503.01,251.505,84.0,17.157376567140638,23,385,27,Spain,0
12420,1,600.39,600.39,39.8,9.201862041164851,29,63,0,Cyprus,0
12421,6,1098.6,183.1,56.0,10.261060531015,44,15,489,Spain,1
12422,17,5231.8,307.7529411764706,662.25,61.04455699279744,137,95,625,Switzerland,1
12423,10,2622.39,262.239,60.0,8.625448250185594,128,0,465,Belgium,1
12424,4,3340.03,835.0075,306.0,40.86032701861701,78,162,385,Australia,1
12425,2,1741.41,870.705,70.80000000000001,11.410034717688296,87,77,370,Portugal,1
12426,2,1345.21,672.605,72.0,10.276329594346771,73,194,468,Germany,1
12427,3,1129.3,376.4333333333333,68.0,18.362154541072897,26,21,349,Germany,1
12428,9,7956.46,884.0511111111111,551.2,43.42766763742172,258,25,257,Finland,1
12429,8,7485.91,935.73875,252.0,39.93362898907546,124,8,537,Denmark,1
12430,1,256.4,256.4,47.8,14.033241574593845,11,42,0,Norway,0
12431,27,10857.97,402.147037037037,601.44,42.21353316928296,244,35,658,Australia,1
12432,5,5059.32,1011.864,700.0,75.6796474737069,107,42,129,Norway,0
12433,10,20581.26,2058.126,203.52,24.84943202056984,285,0,476,Norway,1
12434,3,1103.43,367.81,47.6,7.414088570921859,62,84,296,Australia,1
12435,6,13925.93,2320.988333333333,1008.0,138.95051116871076,88,79,657,Denmark,1
12436,1,509.01,509.01,80.0,18.84557161731459,16,99,0,Norway,0
12437,39,12683.4,325.2153846153846,234.0,17.36155481782761,273,1,735,France,1
12438,2,2906.85,1453.425,320.0,40.54791789245686,84,13,125,Norway,0
12439,2,1158.18,579.09,35.400000000000006,4.785666318567987,69,682,43,Cyprus,0
12440,2,859.2,429.6,80.0,16.40073975514913,21,461,255,Austria,0
12441,1,347.1,347.1,23.25,3.9075850316046585,11,366,0,France,0
12442,1,172.06,172.06,30.0,8.012192791822558,12,2,0,Spain,0
12443,1,485.31,485.31,120.0,23.90496203720056,21,731,0,Norway,0
12444,5,5005.46,1001.092,320.0,36.38456452930298,138,20,149,Norway,1
12445,2,434.98,217.49,56.0,10.327481664773456,24,21,398,Spain,1
12446,1,1002.31,1002.31,38.25,6.119333243775087,57,57,0,RSA,0
12447,1,476.49,476.49,45.0,7.176101973805942,26,242,0,Belgium,0
12448,1,449.45,449.45,84.0,19.12305152907218,22,43,0,Spain,0
12449,6,4835.89,805.9816666666667,165.0,24.06439593634328,125,21,416,Belgium,1
12450,5,688.2,137.64,66.0,10.1567954810779,31,155,318,Spain,0
12451,8,12669.88,1583.735,244.8,19.64104851811013,352,10,518,Switzerland,1
12452,2,430.57,215.285,80.0,16.023037669155816,21,16,0,Switzerland,0
12453,1,707.09,707.09,30.0,5.037722056802528,43,133,0,Austria,0
12454,5,16679.78,3335.956,950.4,221.6678753306165,24,55,364,Spain,1
12455,10,5879.95,587.995,350.4,32.364456484457826,199,72,648,Cyprus,1
12456,3,3181.04,1060.3466666666666,280.0,34.23872034030968,105,43,210,Switzerland,1
12457,8,2995.91,374.48875,196.35,41.8057981322298,63,65,368,Switzerland,1
12458,4,1777.49,444.3725,80.0,15.245058638602698,71,70,416,Switzerland,1
12459,1,454.36,454.36,56.0,9.623899167066622,23,604,0,Spain,0
12460,1,326.65,326.65,30.0,4.924920788321557,18,455,0,Belgium,0
12461,2,826.88,413.44,200.0,32.83688746905623,35,93,60,Switzerland,0
12462,2,1189.59,594.795,168.0,21.327398878292733,51,18,284,Spain,1
12463,4,1344.78,336.195,36.0,7.328468719731287,65,52,188,Belgium,0
12464,8,1212.05,151.50625,119.6,26.566101335118468,6,9,299,Belgium,1
12465,2,742.1899999999999,371.095,40.8,6.353031668294546,46,16,152,Belgium,0
12466,1,56.73,56.73,56.73,0.0,1,681,0,France,0
12467,1,132.8,132.8,23.4,4.604375937928807,9,422,0,USA,0
12468,5,3670.74,734.1479999999999,270.0,29.663893721347662,127,187,495,Germany,1
12469,2,3070.54,1535.27,360.0,68.99477421197496,76,522,14,Thailand,0
12470,1,211.95,211.95,20.65,4.907888705085107,23,689,0,Unspecified,0
12471,79,39963.79,505.8707594936709,876.0,58.02690139759332,255,1,730,Germany,1
12472,19,17880.59,941.0836842105264,126.0,14.582722819267495,397,31,693,Germany,1
12473,5,3938.55,787.7099999999999,549.34,53.24299132631685,140,28,162,Germany,1
12474,31,12424.45,400.7887096774194,72.0,10.10501367508656,369,16,649,Germany,1
12475,2,1149.64,574.82,54.0,9.509110348370468,54,53,356,Germany,1
12476,23,14115.41,613.7134782608696,216.0,24.33226760878236,358,15,486,Germany,1
12477,9,20276.37,2252.93,390.0,40.45684152467463,295,22,600,Germany,1
12478,1,680.99,680.99,135.0,20.81287556885028,36,3,0,Greece,0
12479,1,527.2,527.2,54.0,9.067401152254927,31,10,0,Germany,0
12480,7,5464.85,780.6928571428572,318.0,31.325330271684106,177,27,479,Germany,1
12481,15,12361.39,824.0926666666667,306.0,30.20072564761648,248,22,584,Germany,1
12482,29,23691.4,816.944827586207,874.84,97.91981493379964,42,575,77,Sweden,0
12483,19,5120.58,269.5042105263158,200.0,30.377078501905288,68,16,660,Sweden,1
12484,12,6370.15,530.8458333333333,196.0,17.620056553832303,329,32,648,Spain,1
12485,1,708.1,708.1,76.19999999999999,15.104591090600906,34,528,0,Sweden,0
12486,1,1037.28,1037.28,120.0,16.24287141652428,49,431,0,Sweden,0
12487,1,285.29999999999995,285.29999999999995,208.8,93.5502271509802,2,730,0,Sweden,0
12488,3,1298.66,432.8866666666667,84.75,16.826931830099472,46,9,65,France,0
12489,1,334.93,334.93,36.0,8.673208227200645,15,335,0,France,0
12490,21,9823.64,467.79238095238094,171.84,15.499635206618631,195,4,733,France,1
12491,1,460.4,460.4,46.8,9.367493712916945,25,38,0,France,0
12492,3,715.21,238.4033333333333,72.0,10.902773243622848,38,62,340,Germany,1
12493,2,433.74,216.87,36.0,5.7762227955256185,20,165,31,France,0
12494,9,1872.87,208.0966666666667,54.0,7.770750396190944,83,15,560,France,1
12495,1,357.4,357.4,80.0,15.613867210422468,17,640,0,Sweden,0
12496,2,54.09,27.045,10.2,3.0424509350698976,10,619,0,Spain,0
12497,3,6248.5,2082.833333333333,338.0,79.08163670162955,41,81,563,Germany,1
12498,3,403.7000000000001,134.5666666666667,36.0,6.960856110175046,21,20,36,Germany,0
12499,1,393.72,393.72,36.0,7.239477952562673,27,559,0,Germany,0
12500,19,5955.21,313.4321052631579,624.0,69.51822718982048,88,22,650,Germany,1
12501,1,2169.39,2169.39,144.0,11.642558487285982,149,336,0,Germany,0
12502,5,3723.87,744.774,196.0,29.728509806771054,102,95,214,Spain,0
12503,1,1126.0,1126.0,896.0,470.9331162702407,2,583,0,Spain,0
12504,4,779.05,194.7625,131.39999999999998,34.74149829738735,11,17,578,Germany,1
12505,1,955.2,955.2,168.0,24.1625076720833,42,408,0,Italy,0
12506,1,73.5,73.5,7.95,2.086586656124731,23,232,0,France,0
12507,4,1844.06,461.015,208.8,42.48737767543078,46,133,450,Spain,1
12508,2,398.27,199.135,20.23,4.446343368666961,57,25,2,France,0
12509,1,176.5,176.5,49.5,18.9161684431977,7,283,0,France,0
12510,9,5178.02,575.3355555555556,975.11,91.0422485590179,94,142,592,Spain,1
12511,1,3084.02,3084.02,88.80000000000001,7.689958085027826,190,428,0,Greece,0
12512,2,138.03,69.015,10.5,2.871632927177357,31,65,0,Israel,0
12513,1,612.29,612.29,54.0,9.986948600695868,35,112,0,France,0
12514,2,1597.76,798.88,101.88,13.268638958270513,76,266,374,Italy,0
12515,1,383.7,383.7,105.0,22.111873695671598,16,352,0,Italy,0
12516,4,2648.62,662.155,180.0,30.087925001193632,49,77,521,Germany,1
12517,5,2502.84,500.568,90.0,8.341167975955502,232,27,161,Germany,1
12518,5,2056.89,411.378,54.0,8.975297314683546,84,0,109,Germany,0
12519,2,726.54,363.27,54.0,8.706306452869786,34,63,413,Germany,1
12520,5,2634.26,526.8520000000001,90.0,11.726679982218656,121,78,194,Germany,1
12521,1,599.68,599.68,54.0,8.921051867890215,38,142,0,Germany,0
12522,2,192.72,96.36,20.0,4.292248827829067,11,38,12,Germany,0
12523,23,4372.15,190.09347826086957,90.0,7.974874049439131,176,18,712,France,1
12524,17,11126.11,654.4770588235294,367.2,52.477160840034905,157,8,660,Germany,1
12525,3,973.73,324.57666666666665,90.0,10.667118031145783,56,497,149,France,0
12526,3,1316.66,438.8866666666667,72.0,8.519842518452757,64,0,93,Germany,0
12527,5,735.51,147.102,85.0,18.55284222802273,26,81,447,Germany,1
12528,6,1933.48,322.24666666666667,59.400000000000006,12.022408286335333,50,8,303,Germany,1
12529,1,316.48,316.48,22.5,3.985154295871712,21,527,0,France,0
12530,9,3759.26,417.6955555555556,165.0,19.979846338532244,94,59,582,Germany,1
12531,2,1933.2,966.6,162.0,14.5892425219005,126,14,671,Germany,1
12532,1,349.83000000000004,349.83000000000004,45.0,9.539831562978458,16,29,0,France,0
12533,2,1367.89,683.945,108.0,13.396626615505632,63,627,110,Germany,0
12534,1,1089.18,1089.18,108.0,13.107948691309758,63,130,0,Germany,0
12535,2,716.35,358.175,44.55,8.9240907753988,28,91,94,France,0
12536,3,12601.830000000002,4200.610000000001,4161.06,362.18342853366886,260,42,15,France,1
12537,1,732.94,732.94,120.0,16.83166635387186,43,408,0,Sweden,0
12538,2,640.45,320.225,52.2,9.736164922468417,33,28,349,Spain,1
12539,7,11214.75,1602.107142857143,178.5,18.04113598535317,276,21,694,Spain,1
12540,33,22254.49,674.3784848484848,232.0,28.53157544643283,354,19,712,Spain,1
12541,3,981.18,327.06,84.0,12.460669363861442,46,29,251,Spain,1
12542,2,481.88,240.94,23.4,5.469005835735509,39,483,156,Spain,0
12543,1,980.25,980.25,140.0,21.756368513032264,43,447,0,Spain,0
12544,1,372.7,372.7,56.0,10.29388292778746,19,35,0,Spain,0
12545,2,1000.39,500.195,84.0,14.49607340078051,42,74,184,Spain,0
12546,2,1161.5,580.75,84.0,10.423762822155396,59,46,31,Spain,0
12547,3,383.58,127.86,30.6,7.777704398746826,13,197,302,Spain,0
12548,1,95.2,95.2,28.0,5.1154667431232514,5,165,0,Spain,0
12549,6,1575.68,262.61333333333334,302.40000000000003,44.38845835292075,38,575,121,USA,0
12550,1,964.83,964.83,140.0,17.690194838414094,57,78,0,Spain,0
12551,1,168.0,168.0,19.5,3.1989581637360205,10,357,0,Spain,0
12552,2,437.82,218.91,120.0,23.76251224978228,20,38,0,Italy,0
12553,12,4608.75,384.0625,108.0,11.774866942639305,109,7,415,France,1
12554,1,468.5,468.5,84.0,14.524496252352966,26,448,0,Spain,0
12555,1,129.23,129.23,129.23,0.0,1,681,0,Spain,0
12556,2,603.71,301.855,23.6,3.850827992249889,100,49,100,Spain,0
12557,8,18716.14,2339.5175,1350.0,387.1503933522957,15,15,706,Spain,1
12558,1,269.96,269.96,74.88,22.013082391242627,11,7,0,USA,0
12559,2,561.71,280.855,106.2,24.540081014342157,21,310,8,Germany,0
12560,3,2134.01,711.3366666666667,144.0,17.180256921113195,91,4,137,Germany,0
12561,1,238.85,238.85,23.6,4.683017857108812,16,302,0,Germany,0
12562,9,4966.92,551.88,171.84,21.700371609410105,113,7,427,France,1
12563,1,249.24,249.24,45.0,13.15337355576264,13,408,0,Italy,0
12564,1,456.9,456.9,54.0,8.372563611497462,21,260,0,France,0
12565,1,145.92,145.92,19.8,4.985759721446672,9,288,0,Saudi Arabia,0
12566,1,351.65,351.65,54.0,9.859135965605915,19,85,0,Germany,0
12567,15,13709.86,913.9906666666668,171.8,18.19083829974577,365,22,644,France,1
12568,1,70.0,70.0,21.3,5.291030145444269,5,644,0,Germany,0
12569,32,4124.69,128.8965625,126.0,14.513757164608462,92,1,250,Germany,1
12570,1,77.52,77.52,77.52,0.0,1,681,0,Spain,0
12571,2,519.61,259.805,30.0,6.172507623041566,31,39,81,France,0
12572,2,1020.42,510.21,54.0,11.707049057175707,53,8,43,Germany,0
12573,5,717.41,143.482,60.84,8.4351187712665,107,226,237,France,0
12574,1,218.45,218.45,36.0,6.252552206172219,11,315,0,France,0
12575,2,622.8199999999999,311.41,36.0,5.740447764812474,34,456,69,France,0
12576,8,2142.72,267.84,80.0,7.193278765254817,114,35,490,Poland,1
12577,8,1653.75,206.71875,40.8,6.342650926128608,259,34,700,France,1
12578,4,4642.45,1160.6125,216.0,28.06583495996269,149,20,422,Italy,1
12579,1,440.42,440.42,54.0,8.532003659938384,29,77,0,France,0
12580,2,1052.9,526.45,54.0,7.136518771886486,52,246,329,Germany,0
12581,1,197.71,197.71,19.8,3.7756219292165567,15,39,0,Germany,0
12582,4,1980.4,495.1,153.0,18.234646424604577,88,238,338,Finland,0
12583,27,14447.44,535.0903703703704,166.6,21.59552038127573,141,2,730,France,1
12584,9,2338.15,259.7944444444445,91.8,16.30945833072536,44,3,276,Italy,1
12585,2,2040.1,1020.05,138.24,22.168976141315973,77,233,117,Germany,0
12586,4,2062.67,515.6675,119.6,16.54174669225557,82,16,706,Italy,1
12587,1,144.0,144.0,41.6,10.161364737737411,4,7,0,Finland,0
12588,4,958.78,239.695,80.0,14.651714479816608,31,38,558,Finland,1
12589,8,4695.66,586.9575,1055.75,78.73676678314703,121,28,660,France,1
12590,2,9864.26,4932.13,523.0,92.9286833539754,68,210,0,Germany,0
12591,3,1352.15,450.7166666666667,112.0,16.553727851970425,63,316,91,Italy,0
12592,5,2582.66,516.5319999999999,715.02,82.63185107884279,42,91,427,Germany,1
12593,3,418.1,139.36666666666665,39.5,7.060304863241017,14,108,110,France,0
12594,15,5090.110000000001,339.3406666666667,85.92,15.144854114414448,78,37,608,Italy,1
12595,1,299.02,299.02,30.0,6.3924526495855245,19,504,0,Germany,0
12596,2,618.27,309.135,112.0,22.139078629520757,25,50,190,Spain,0
12597,4,3811.22,952.805,280.0,24.5527987143534,184,18,248,Spain,1
12598,11,4534.09,412.19,108.0,14.59049408141012,130,9,639,France,1
12599,13,2296.72,176.67076923076922,63.900000000000006,9.832674436799309,47,28,548,France,1
12600,21,5043.92,240.18666666666667,237.6,33.858566642599804,53,28,703,Germany,1
12601,6,681.26,113.54333333333334,75.60000000000001,12.319601658606418,24,189,214,Germany,0
12602,1,153.12,153.12,23.9,4.742312439383055,12,58,0,France,0
12603,1,739.1999999999999,739.1999999999999,613.1999999999999,344.5024237940859,2,21,0,Germany,0
12604,2,254.18,127.09,30.0,6.328255025413142,15,78,182,France,0
12605,4,1232.95,308.2375,39.6,8.504300875790138,63,375,81,Germany,0
12606,1,21.0,21.0,21.0,0.0,1,681,0,Spain,0
12607,1,1579.51,1579.51,39.6,5.979403091173288,101,59,0,USA,0
12608,1,415.79,415.79,162.24,39.97519843081874,16,404,0,United Kingdom,0
12609,9,3435.86,381.7622222222223,90.0,10.267664278402862,129,77,641,Germany,1
12610,5,2099.54,419.908,160.0,18.07965561038475,85,22,103,Italy,0
12611,1,1193.32,1193.32,144.0,16.957082637840106,65,51,0,Italy,0
12612,1,704.0400000000001,704.0400000000001,62.55,16.82652448712418,19,73,0,Germany,0
12613,10,6835.07,683.507,126.0,14.24643094760716,218,56,668,Germany,1
12614,1,315.6,315.6,22.95,2.840700432528643,20,277,0,Germany,0
12615,8,5740.98,717.6225,171.84,14.99300986403822,198,1,629,France,1
12616,3,1131.1,377.0333333333333,63.6,11.845335248773464,32,94,293,France,0
12617,1,355.53,355.53,28.9,7.629709980742645,39,28,0,France,0
12618,1,177.31,177.31,40.0,8.46423706490485,11,21,0,Italy,0
12619,10,3781.38,378.138,389.68,50.22180259729047,55,15,544,Germany,1
12620,3,1339.41,446.47,40.0,7.175569027080603,89,14,189,France,1
12621,35,24775.81,707.8802857142857,390.0,41.8142558923002,344,1,666,Germany,1
12622,1,180.1,180.1,25.5,4.623276091494193,11,231,0,Germany,0
12623,7,3747.84,535.4057142857143,180.0,16.673173112518366,112,275,420,Germany,1
12624,2,641.13,320.565,36.0,7.714713164962045,36,105,71,France,0
12625,4,5164.88,1291.22,175.2,26.313036431790497,144,211,384,Germany,1
12626,9,6620.48,735.6088888888888,144.0,20.06456022399176,232,22,303,Germany,1
12627,7,4478.53,639.79,108.0,11.934482442148544,162,10,129,Germany,1
12628,3,786.46,262.15333333333336,50.0,7.599360900599535,34,3,60,Germany,0
12629,2,1558.22,779.11,240.0,51.8788226465474,40,385,37,Sweden,0
12630,2,1270.88,635.44,120.0,18.883951614305428,60,9,34,Finland,0
12631,6,3481.57,580.2616666666667,160.0,14.355014817524127,131,56,635,Finland,1
12632,2,804.88,402.44,70.80000000000001,16.688072870599942,32,520,44,Germany,0
12633,7,5678.16,811.1657142857142,214.2,20.460438747768965,220,58,466,Germany,1
12634,2,490.0,245.0,130.0,25.739422968218268,20,535,12,USA,0
12635,4,2930.41,732.6025,126.0,11.48455568177689,159,89,367,Germany,1
12636,1,141.0,141.0,141.0,0.0,1,738,0,USA,0
12637,12,8340.31,695.0258333333333,108.0,12.187758959719377,295,66,476,France,1
12638,2,921.49,460.745,160.0,24.99486315222044,47,32,606,Sweden,1
12639,3,1312.37,437.45666666666665,120.0,16.517846702806654,58,238,389,Sweden,0
12640,3,1174.58,391.5266666666666,90.0,15.644463146454845,47,23,57,France,0
12641,1,185.9,185.9,40.0,8.260037664697554,10,114,0,Sweden,0
12642,3,1013.26,337.75333333333333,93.6,17.588552924759018,39,24,82,Germany,0
12643,12,8350.42,695.8683333333333,835.1999999999999,171.1295984472174,14,127,482,France,1
12644,4,1918.49,479.6225,70.80000000000001,8.832633595513641,106,129,564,Germany,1
12645,8,3539.3,442.4125,70.80000000000001,13.60840341965491,111,33,635,Germany,1
12646,2,1346.97,673.485,81.36,17.70379111941846,43,4,44,USA,0
12647,36,17924.35,497.8986111111111,571.35,41.30064730566819,240,21,672,Germany,1
12648,4,1112.0,278.0,44.75,8.450087604803048,38,154,546,Germany,1
12649,8,2294.65,286.83125,79.19999999999999,14.123066052885742,94,106,588,Germany,1
12650,1,314.44,314.44,94.8,23.94229545342191,20,2,0,France,0
12651,4,377.75,94.4375,19.8,3.3308661846777765,30,334,130,France,0
12652,2,1017.03,508.515,126.0,17.160859734393537,51,330,102,France,0
12653,3,4160.83,1386.9433333333334,350.4,53.50152967998667,76,148,378,Israel,1
12654,5,601.98,120.396,25.200000000000003,4.368287762966784,31,10,284,Germany,1
12655,1,261.35,261.35,20.1,2.531450094971918,16,423,0,France,0
12656,8,6407.83,800.97875,255.0,26.901140604273056,174,16,545,France,1
12657,4,1643.18,410.795,127.5,30.52879756792872,35,10,67,France,0
12658,1,686.05,686.05,54.0,8.707792838091127,36,18,0,Germany,0
12659,1,91.68,91.68,28.08,5.585738984234764,5,29,0,France,0
12660,1,245.1,245.1,25.200000000000003,2.855510866323627,13,10,0,France,0
12661,1,162.0,162.0,17.4,2.119004912259953,11,435,0,Sweden,0
12662,20,6988.02,349.401,54.0,8.177331324972105,163,0,617,Germany,1
12663,2,239.4,119.7,52.8,13.474457317458096,9,624,43,Germany,0
12664,11,6070.04,551.8218181818182,270.0,93.62961027583124,10,7,718,Finland,1
12665,3,313.6,104.53333333333336,30.6,7.030746550603536,13,324,344,Germany,0
12666,1,1248.42,1248.42,202.5,49.965164538024176,31,393,0,Israel,0
12667,1,620.13,620.13,160.0,26.117632029740165,33,57,0,Finland,0
12668,10,11444.68,1144.468,288.0,22.985310772137403,263,11,665,Germany,1
12669,3,2744.03,914.6766666666666,1136.3,112.0846123785928,98,150,105,France,0
12670,7,3760.29,537.1842857142857,90.0,19.455698149791605,71,9,656,France,1
12671,1,2622.481,2622.481,204.0,47.03048467998542,45,605,0,Germany,0
12672,2,437.05,218.525,47.7,9.631216438569954,22,329,265,France,0
12673,3,1230.02,410.00666666666666,59.4,10.757312731051003,68,4,396,Germany,1
12674,4,1970.6,492.65,89.69999999999999,19.10951263869058,52,38,169,France,0
12675,2,958.5,479.25,84.0,9.632502271777712,111,553,24,Italy,0
12676,11,2843.09,258.4627272727273,120.0,19.66438431375557,67,24,458,Sweden,1
12677,2,395.1,197.55,47.7,9.69862287720714,13,554,111,France,0
12678,21,34281.18,1632.4371428571428,1632.48,118.9962527273041,199,41,658,France,1
12679,4,1113.02,278.255,76.32000000000001,17.121998660219766,43,58,225,France,0
12680,4,880.81,220.2025,36.0,5.686494210019083,33,0,112,France,0
12681,45,30868.28,685.9617777777778,214.8,17.459112686601397,459,14,711,France,1
12682,52,24033.91,462.19057692307695,386.64,20.9635812463412,327,3,735,France,1
12683,21,12696.78,604.6085714285715,175.2,21.883546112877365,236,3,722,France,1
12684,7,2283.63,326.23285714285714,93.6,14.463138910445998,61,7,205,France,1
12685,6,2863.08,477.18,90.0,11.391930034753,117,27,65,France,0
12686,1,178.28,178.28,18.0,3.796657870945312,7,371,0,France,0
12687,2,2138.91,1069.455,280.0,24.093803970552862,126,480,0,Sweden,0
12688,1,4873.81,4873.81,135.0,25.909800727775,171,113,0,Israel,0
12689,2,1247.61,623.805,72.0,10.35102443559077,57,25,101,France,0
12690,1,389.01,389.01,54.0,13.081858542144028,16,205,0,France,0
12691,7,1170.4,167.20000000000002,158.39999999999998,30.39213709663973,24,27,392,France,1
12692,1,110.95,110.95,31.75,7.68974925402276,13,636,0,France,0
12693,7,1703.02,243.28857142857143,91.8,15.995494312438536,63,126,395,Germany,1
12694,3,1843.35,614.4499999999999,72.0,13.64012629711018,69,69,350,France,1
12695,7,1407.12,201.0171428571429,70.8,13.379524426336197,46,6,658,France,1
12696,2,851.91,425.955,80.0,11.35217617140126,43,434,74,Finland,0
12697,3,957.59,319.19666666666666,80.0,17.548235947754087,37,28,140,Sweden,0
12698,1,339.75,339.75,54.0,11.796195979354248,16,589,0,Germany,0
12699,1,638.11,638.11,72.0,10.439050664715054,41,417,0,Germany,0
